,Unnamed: 0,회차,행정구역시도코드,읍면부동부코드,가구일련번호,가구원일련번호,대표가구원여부,평토일구분코드,성별코드,연령,연령코드,etc_daily,home_daily,work_daily,school_daily,home_weekend,bodyweight,dust_ingestion,inhalaion_rate
6088,6089,6차,서울,동,3344,2,일반가구원,평일,남자,45,40~49세,100,800,540,0,1140,78.7,20,14.61
6089,6090,6차,서울,동,3344,3,일반가구원,평일,남자,15,10~19세,60,940,0,440,1440,70.9,20,12.73
6090,6091,6차,서울,동,3344,4,일반가구원,평일,여자,15,10~19세,60,940,0,440,1240,49.0,20,12.73
6091,6092,6차,서울,동,3345,1,대표가구원,평일,남자,47,40~49세,640,680,120,0,1180,61.6,20,14.61
6092,6093,6차,서울,동,3345,2,일반가구원,평일,여자,45,40~49세,100,920,420,0,1440,59.0,20,14.61
6093,6094,6차,서울,동,3345,3,일반가구원,평일,남자,15,10~19세,40,990,0,410,1140,53.4,20,12.73
6094,6095,6차,서울,동,3345,4,일반가구원,평일,여자,14,10~19세,40,970,0,430,1100,43.2,20,12.73
6095,6096,6차,서울,동,3346,1,대표가구원,평일,남자,32,30~39세,60,900,480,0,1440,82.8,20,14.61
6096,6097,6차,서울,동,3346,2,일반가구원,평일,여자,32,30~39세,80,880,480,0,1440,57.4,20,14.61
6097,6098,6차,서울,동,3347,1,대표가구원,평일,여자,45,40~49세,300,1140,0,0,1300,72.6,20,14.61
6098,6099,6차,서울,동,3347,2,일반가구원,평일,남자,45,40~49세,160,920,360,0,1440,58.4,20,14.61
6099,6100,6차,서울,동,3347,3,일반가구원,평일,남자,12,10~19세,40,1000,0,400,940,42.2,20,12.73
6100,6101,6차,서울,동,3347,4,일반가구원,평일,남자,11,10~19세,20,1020,0,400,1420,42.0,30,12.73
6101,6102,6차,서울,동,3348,1,대표가구원,평일,여자,40,40~49세,80,1360,0,0,1090,45.7,20,14.61
6102,6103,6차,서울,동,3348,2,일반가구원,평일,남자,40,40~49세,90,960,390,0,1440,58.5,20,14.61
6103,6104,6차,서울,동,3349,1,대표가구원,평일,여자,64,60세 이상,100,1340,0,0,820,57.6,20,14.61
6104,6105,6차,서울,동,3349,2,일반가구원,평일,남자,69,60세 이상,580,860,0,0,1440,54.1,20,14.61
6105,6106,6차,서울,동,3350,1,대표가구원,평일,여자,40,40~49세,280,1160,0,0,1180,59.3,20,14.61
6106,6107,6차,서울,동,3350,2,일반가구원,평일,남자,44,40~49세,100,1020,320,0,1030,80.5,20,14.61
6107,6108,7차,서울,동,3351,1,대표가구원,평일,남자,52,50~59세,210,800,430,0,1200,81.2,20,14.61
6108,6109,7차,서울,동,3351,2,일반가구원,평일,여자,49,40~49세,80,1300,60,0,1200,44.1,20,14.61
6109,6110,7차,서울,동,3351,3,일반가구원,평일,여자,13,10~19세,20,1000,0,420,1120,41.9,20,12.73
6110,6111,7차,서울,동,3351,4,일반가구원,평일,남자,80,60세 이상,140,1300,0,0,1120,68.0,20,14.61
6111,6112,7차,서울,동,3352,1,대표가구원,평일,남자,56,50~59세,90,1070,280,0,1040,75.9,20,14.61
6112,6113,7차,서울,동,3353,1,대표가구원,평일,여자,72,60세 이상,140,1300,0,0,1340,55.2,20,14.61
6113,6114,7차,서울,동,3354,1,대표가구원,평일,여자,48,40~49세,60,1150,230,0,1200,55.4,20,14.61
6114,6115,7차,서울,동,3355,1,대표가구원,평일,여자,36,30~39세,80,960,400,0,1350,52.0,20,14.61
6115,6116,7차,서울,동,3356,1,대표가구원,평일,여자,32,30~39세,20,1360,60,0,600,64.1,20,14.61
6116,6117,7차,서울,동,3357,1,대표가구원,평일,여자,41,40~49세,120,1320,0,0,1370,63.0,20,14.61
6117,6118,7차,서울,동,3357,2,일반가구원,평일,남자,38,30~39세,120,1320,0,0,1140,81.3,20,14.61
6118,6119,7차,서울,동,3358,1,대표가구원,평일,여자,28,20~29세,40,1010,390,0,1380,61.6,20,14.61
6119,6120,7차,서울,동,3360,1,대표가구원,평일,여자,28,20~29세,240,1200,0,0,1140,51.0,20,14.61
6120,6121,7차,서울,동,3361,1,대표가구원,평일,남자,63,60세 이상,0,1440,0,0,1300,63.3,20,14.61
6121,6122,7차,서울,동,3361,2,일반가구원,평일,여자,51,50~59세,40,1040,360,0,1440,57.1,20,14.61
6122,6123,7차,서울,동,3361,3,일반가구원,평일,여자,30,30~39세,120,960,360,0,1440,59.3,20,14.61
6123,6124,7차,서울,동,3362,1,대표가구원,평일,남자,42,40~49세,340,1060,40,0,900,78.4,20,14.61
6124,6125,7차,서울,동,3362,2,일반가구원,평일,여자,50,50~59세,100,1340,0,0,1260,63.5,20,14.61
6125,6126,7차,서울,동,3363,1,대표가구원,평일,남자,76,60세 이상,320,1120,0,0,1440,51.1,20,14.61
6126,6127,7차,서울,동,3363,2,일반가구원,평일,여자,68,60세 이상,0,1440,0,0,1440,50.2,20,14.61
6127,6128,6차,서울,동,3366,1,대표가구원,평일,여자,66,60세 이상,520,920,0,0,1100,62.8,20,14.61
6128,6129,6차,서울,동,3366,2,일반가구원,평일,남자,68,60세 이상,420,1020,0,0,1440,78.6,20,14.61
6129,6130,6차,서울,동,3367,1,대표가구원,평일,여자,58,50~59세,240,1200,0,0,1080,53.3,20,14.61
6130,6131,6차,서울,동,3367,2,일반가구원,평일,남자,58,50~59세,140,740,560,0,1440,70.9,20,14.61
6131,6132,6차,서울,동,3368,1,대표가구원,평일,여자,42,40~49세,420,1020,0,0,1160,47.6,20,14.61
6132,6133,6차,서울,동,3368,2,일반가구원,평일,남자,44,40~49세,120,900,420,0,1440,82.2,20,14.61
6133,6134,6차,서울,동,3368,3,일반가구원,평일,남자,14,10~19세,60,1020,0,360,1240,54.2,20,12.73
6134,6135,6차,서울,동,3368,4,일반가구원,평일,남자,10,10~19세,40,1000,0,400,1440,38.9,30,12.73
6135,6136,6차,서울,동,3370,1,대표가구원,평일,여자,78,60세 이상,200,1240,0,0,1160,49.1,20,14.61
6136,6137,6차,서울,동,3370,2,일반가구원,평일,남자,80,60세 이상,0,1440,0,0,900,61.5,20,14.61
6137,6138,6차,서울,동,3371,1,대표가구원,평일,남자,71,60세 이상,570,870,0,0,1340,77.5,20,14.61
6138,6139,6차,서울,동,3371,2,일반가구원,평일,여자,65,60세 이상,310,1130,0,0,1440,54.3,20,14.61
6139,6140,6차,서울,동,3373,1,대표가구원,평일,여자,39,30~39세,90,1190,160,0,1200,89.9,20,14.61
6140,6141,6차,서울,동,3373,2,일반가구원,평일,남자,43,40~49세,110,960,370,0,1180,82.5,20,14.61
6141,6142,6차,서울,동,3375,1,대표가구원,평일,여자,21,20~29세,220,1200,20,0,1160,48.5,20,14.61
6142,6143,6차,서울,동,3375,2,일반가구원,평일,여자,72,60세 이상,240,1200,0,0,1050,42.3,20,14.61
6143,6144,6차,서울,동,3376,1,대표가구원,평일,여자,74,60세 이상,180,1260,0,0,840,46.2,20,14.61
6144,6145,6차,서울,동,3376,2,일반가구원,평일,남자,76,60세 이상,360,1080,0,0,1440,68.0,20,14.61
6145,6146,6차,서울,동,3377,1,대표가구원,평일,남자,70,60세 이상,160,1280,0,0,1200,71.8,20,14.61
6146,6147,6차,서울,동,3377,2,일반가구원,평일,여자,60,60세 이상,40,1100,300,0,820,59.6,20,14.61
6147,6148,6차,서울,동,3378,1,대표가구원,평일,남자,74,60세 이상,240,1200,0,0,1060,70.5,20,14.61
6148,6149,6차,서울,동,3378,2,일반가구원,평일,여자,66,60세 이상,0,1440,0,0,1320,56.7,20,14.61
6149,6150,6차,서울,동,3379,1,대표가구원,평일,여자,37,30~39세,220,1070,150,0,1440,69.4,20,14.61
6150,6151,6차,서울,동,3379,2,일반가구원,평일,남자,48,40~49세,70,840,530,0,1440,76.8,20,14.61
6151,6152,6차,서울,동,3379,3,일반가구원,평일,남자,13,10~19세,20,940,0,480,1400,34.6,20,12.73
6152,6153,6차,서울,동,3379,4,일반가구원,평일,여자,11,10~19세,20,970,0,450,1120,52.6,30,12.73
6153,6154,6차,서울,동,3380,1,대표가구원,평일,여자,38,30~39세,130,940,370,0,1440,46.5,20,14.61
6154,6155,6차,서울,동,3380,2,일반가구원,평일,남자,38,30~39세,120,840,480,0,1440,65.5,20,14.61
6155,6156,6차,서울,동,3380,3,일반가구원,평일,여자,65,60세 이상,110,1330,0,0,960,102.8,20,14.61
6156,6157,6차,서울,동,3382,1,대표가구원,평일,남자,57,50~59세,120,1120,200,0,1260,69.4,20,14.61
6157,6158,6차,서울,동,3382,2,일반가구원,평일,여자,49,40~49세,120,1120,200,0,1050,84.2,20,14.61
6158,6159,6차,서울,동,3383,1,대표가구원,평일,남자,73,60세 이상,270,1170,0,0,1440,73.4,20,14.61
6159,6160,6차,서울,동,3383,2,일반가구원,평일,여자,69,60세 이상,50,1390,0,0,1220,50.8,20,14.61
6160,6161,6차,서울,동,3384,1,대표가구원,평일,여자,27,20~29세,1440,0,0,0,1440,65.6,20,14.61
6161,6162,6차,서울,동,3385,1,대표가구원,평일,남자,32,30~39세,150,1080,210,0,1440,53.6,20,14.61
6162,6163,6차,서울,동,3385,2,일반가구원,평일,여자,66,60세 이상,0,1440,0,0,1380,61.2,20,14.61
6163,6164,6차,서울,동,3386,1,대표가구원,평일,남자,42,40~49세,280,0,1160,0,940,67.8,20,14.61
6164,6165,6차,서울,동,3386,2,일반가구원,평일,여자,30,30~39세,100,1000,340,0,1110,76.5,20,14.61
6165,6166,6차,서울,동,3387,1,대표가구원,평일,남자,69,60세 이상,0,1440,0,0,1440,66.2,20,14.61
6166,6167,6차,서울,동,3389,1,대표가구원,평일,여자,45,40~49세,60,1140,240,0,1440,74.0,20,14.61
6167,6168,6차,서울,동,3390,1,대표가구원,평일,남자,69,60세 이상,60,1380,0,0,880,70.1,20,14.61
6168,6169,6차,서울,동,3390,2,일반가구원,평일,여자,69,60세 이상,0,1440,0,0,1380,40.1,20,14.61
6169,6170,6차,서울,동,3391,1,대표가구원,평일,여자,80,60세 이상,0,1440,0,0,1200,57.8,20,14.61
6170,6171,6차,서울,동,3392,1,대표가구원,평일,여자,56,50~59세,60,860,520,0,960,53.1,20,14.61
6171,6172,6차,서울,동,3392,2,일반가구원,평일,남자,58,50~59세,120,1240,80,0,1440,65.2,20,14.61
6172,6173,6차,서울,동,3392,3,일반가구원,평일,여자,25,20~29세,100,890,450,0,740,51.5,20,14.61
6173,6174,6차,서울,동,3393,1,대표가구원,평일,남자,72,60세 이상,300,1140,0,0,600,62.5,20,14.61
6174,6175,6차,서울,동,3394,1,대표가구원,평일,여자,75,60세 이상,210,1230,0,0,1240,57.5,20,14.61
6175,6176,6차,서울,동,3394,2,일반가구원,평일,여자,49,40~49세,60,1380,0,0,1200,54.7,20,14.61
6176,6177,5차,서울,동,3397,1,대표가구원,평일,남자,60,60세 이상,330,400,710,0,1400,67.9,20,14.61
6177,6178,5차,서울,동,3397,2,일반가구원,평일,여자,25,20~29세,140,970,330,0,1440,61.3,20,14.61
6178,6179,5차,서울,동,3398,1,대표가구원,평일,남자,76,60세 이상,180,840,420,0,1320,55.6,20,14.61
6179,6180,5차,서울,동,3398,2,일반가구원,평일,여자,73,60세 이상,100,1200,140,0,0,59.3,20,14.61
6180,6181,5차,서울,동,3399,1,대표가구원,평일,남자,43,40~49세,40,840,560,0,1380,74.8,20,14.61
6181,6182,5차,서울,동,3399,2,일반가구원,평일,여자,38,30~39세,0,1440,0,0,1240,75.2,20,14.61
6182,6183,5차,서울,동,3400,1,대표가구원,평일,남자,38,30~39세,310,810,320,0,1190,78.5,20,14.61
6183,6184,5차,서울,동,3400,2,일반가구원,평일,여자,29,20~29세,120,840,480,0,1190,65.2,20,14.61
6184,6185,5차,서울,동,3401,1,대표가구원,평일,남자,59,50~59세,210,520,710,0,1180,75.0,20,14.61
6185,6186,5차,서울,동,3402,1,대표가구원,평일,여자,28,20~29세,70,970,400,0,1130,51.5,20,14.61
6186,6187,5차,서울,동,3403,1,대표가구원,평일,여자,66,60세 이상,120,1320,0,0,1440,54.5,20,14.61
6187,6188,5차,서울,동,3403,2,일반가구원,평일,남자,70,60세 이상,280,1040,120,0,1400,60.2,20,14.61
6188,6189,5차,서울,동,3404,1,대표가구원,평일,여자,41,40~49세,0,1440,0,0,1400,42.4,20,14.61
6189,6190,5차,서울,동,3404,2,일반가구원,평일,남자,44,40~49세,120,1320,0,0,0,72.1,20,14.61
6190,6191,5차,서울,동,3404,3,일반가구원,평일,남자,13,10~19세,80,1020,0,340,1120,58.5,20,12.73
6191,6192,5차,서울,동,3405,1,대표가구원,평일,여자,27,20~29세,0,1440,0,0,1120,49.5,20,14.61
6192,6193,5차,서울,동,3405,2,일반가구원,평일,여자,51,50~59세,120,960,360,0,1000,65.2,20,14.61
6193,6194,5차,서울,동,3406,1,대표가구원,평일,여자,36,30~39세,0,1440,0,0,1080,72.6,20,14.61
6194,6195,5차,서울,동,3406,2,일반가구원,평일,남자,37,30~39세,720,720,0,0,880,67.0,20,14.61
6195,6196,5차,서울,동,3408,1,대표가구원,평일,남자,34,30~39세,160,320,960,0,1440,78.6,20,14.61
6196,6197,5차,서울,동,3408,2,일반가구원,평일,여자,57,50~59세,60,1180,200,0,1020,57.6,20,14.61
6197,6198,5차,서울,동,3408,3,일반가구원,평일,남자,60,60세 이상,60,840,540,0,900,41.6,20,14.61
6198,6199,5차,서울,동,3408,4,일반가구원,평일,여자,22,20~29세,40,1400,0,0,1440,57.4,20,14.61
6199,6200,5차,서울,동,3409,1,대표가구원,평일,남자,80,60세 이상,180,1260,0,0,1380,49.3,20,14.61
6200,6201,6차,서울,동,3412,1,대표가구원,평일,여자,64,60세 이상,80,640,720,0,960,64.6,20,14.61
6201,6202,6차,서울,동,3413,1,대표가구원,평일,남자,71,60세 이상,190,1250,0,0,0,56.1,20,14.61
6202,6203,6차,서울,동,3414,1,대표가구원,평일,여자,50,50~59세,240,720,480,0,1140,48.9,20,14.61
6203,6204,6차,서울,동,3414,2,일반가구원,평일,여자,20,20~29세,290,1150,0,0,1440,76.2,20,14.61
6204,6205,6차,서울,동,3415,1,대표가구원,평일,여자,73,60세 이상,120,1320,0,0,1440,56.5,20,14.61
6205,6206,6차,서울,동,3416,1,대표가구원,평일,남자,41,40~49세,0,1440,0,0,1440,58.4,20,14.61
6206,6207,6차,서울,동,3418,1,대표가구원,평일,여자,80,60세 이상,0,1440,0,0,1440,46.9,20,14.61
6207,6208,6차,서울,동,3418,2,일반가구원,평일,남자,73,60세 이상,0,1440,0,0,1260,67.4,20,14.61
6208,6209,6차,서울,동,3418,3,일반가구원,평일,여자,70,60세 이상,160,1280,0,0,1080,77.3,20,14.61
6209,6210,6차,서울,동,3419,1,대표가구원,평일,남자,24,20~29세,140,840,460,0,1440,71.2,20,14.61
6210,6211,6차,서울,동,3420,1,대표가구원,평일,남자,36,30~39세,1440,0,0,0,1320,87.0,20,14.61
6211,6212,6차,서울,동,3420,2,일반가구원,평일,여자,35,30~39세,1440,0,0,0,780,58.5,20,14.61
6212,6213,6차,서울,동,3421,1,대표가구원,평일,남자,40,40~49세,0,1440,0,0,1040,66.3,20,14.61
6213,6214,6차,서울,동,3421,2,일반가구원,평일,여자,38,30~39세,60,1380,0,0,1320,70.0,20,14.61
6214,6215,6차,서울,동,3421,3,일반가구원,평일,남자,13,10~19세,60,980,0,400,1280,45.0,20,12.73
6215,6216,6차,서울,동,3421,4,일반가구원,평일,남자,11,10~19세,480,960,0,0,1270,41.2,30,12.73
6216,6217,6차,서울,동,3421,5,일반가구원,평일,여자,10,10~19세,60,960,0,420,1380,32.6,30,12.73
6217,6218,6차,서울,동,3422,1,대표가구원,평일,남자,66,60세 이상,200,1240,0,0,640,86.0,20,14.61
6218,6219,6차,서울,동,3422,2,일반가구원,평일,여자,60,60세 이상,60,1000,380,0,920,48.6,20,14.61
6219,6220,6차,서울,동,3423,1,대표가구원,평일,남자,51,50~59세,120,840,480,0,1160,66.2,20,14.61
6220,6221,6차,서울,동,3424,1,대표가구원,평일,남자,69,60세 이상,360,1080,0,0,1410,60.6,20,14.61
6221,6222,6차,서울,동,3424,2,일반가구원,평일,여자,64,60세 이상,520,920,0,0,0,63.7,20,14.61
6222,6223,6차,대구,동,3426,1,대표가구원,평일,여자,74,60세 이상,240,1200,0,0,1250,53.5,20,14.61
6223,6224,6차,대구,동,3426,2,일반가구원,평일,남자,78,60세 이상,220,1090,130,0,1440,62.3,20,14.61
6224,6225,6차,대구,동,3427,1,대표가구원,평일,여자,67,60세 이상,420,1020,0,0,1300,54.8,20,14.61
6225,6226,6차,대구,동,3428,1,대표가구원,평일,남자,55,50~59세,140,1300,0,0,620,82.6,20,14.61
6226,6227,6차,대구,동,3429,1,대표가구원,평일,남자,54,50~59세,0,1440,0,0,1430,105.5,20,14.61
6227,6228,6차,대구,동,3430,1,대표가구원,평일,여자,60,60세 이상,180,1260,0,0,1080,53.4,20,14.61
6228,6229,6차,대구,동,3431,1,대표가구원,평일,여자,59,50~59세,570,870,0,0,1440,40.6,20,14.61
6229,6230,6차,대구,동,3431,2,일반가구원,평일,남자,62,60세 이상,370,1070,0,0,1360,62.8,20,14.61
6230,6231,6차,대구,동,3432,1,대표가구원,평일,여자,36,30~39세,370,920,150,0,1000,56.1,20,14.61
6231,6232,6차,대구,동,3432,2,일반가구원,평일,남자,37,30~39세,130,1310,0,0,1140,70.0,20,14.61
6232,6233,6차,대구,동,3433,1,대표가구원,평일,여자,80,60세 이상,160,1280,0,0,1320,61.6,20,14.61
6233,6234,6차,대구,동,3433,2,일반가구원,평일,남자,59,50~59세,380,1060,0,0,1440,72.7,20,14.61
6234,6235,6차,대구,동,3433,3,일반가구원,평일,남자,51,50~59세,200,900,340,0,1170,93.5,20,14.61
6235,6236,6차,대구,동,3434,1,대표가구원,평일,여자,44,40~49세,100,1340,0,0,1180,63.3,20,14.61
6236,6237,6차,대구,동,3434,2,일반가구원,평일,남자,45,40~49세,520,740,180,0,1440,71.2,20,14.61
6237,6238,6차,대구,동,3434,3,일반가구원,평일,여자,19,10~19세,240,840,0,360,1280,55.1,20,14.61
6238,6239,6차,대구,동,3434,4,일반가구원,평일,여자,11,10~19세,60,960,0,420,1100,33.1,30,12.73
6239,6240,6차,대구,동,3435,1,대표가구원,평일,여자,60,60세 이상,180,280,980,0,1130,66.2,20,14.61
6240,6241,6차,대구,동,3435,2,일반가구원,평일,남자,66,60세 이상,120,820,500,0,1330,65.8,20,14.61
6241,6242,6차,대구,동,3435,3,일반가구원,평일,남자,29,20~29세,0,1440,0,0,0,79.7,20,14.61
6242,6243,6차,대구,동,3436,1,대표가구원,평일,여자,69,60세 이상,0,1440,0,0,660,60.6,20,14.61
6243,6244,6차,대구,동,3437,1,대표가구원,평일,여자,53,50~59세,210,1020,210,0,1080,67.8,20,14.61
6244,6245,6차,대구,동,3440,1,대표가구원,평일,남자,51,50~59세,60,1020,360,0,1400,70.9,20,14.61
6245,6246,6차,대구,동,3441,1,대표가구원,평일,여자,33,30~39세,80,1360,0,0,880,50.4,20,14.61
6246,6247,6차,대구,동,3441,2,일반가구원,평일,남자,43,40~49세,60,1020,360,0,1440,82.9,20,14.61
6247,6248,6차,대구,동,3441,3,일반가구원,평일,여자,80,60세 이상,0,1440,0,0,1440,55.0,20,14.61
6248,6249,6차,대구,동,3442,1,대표가구원,평일,여자,72,60세 이상,100,1340,0,0,1440,56.2,20,14.61
6249,6250,6차,대구,동,3443,1,대표가구원,평일,여자,72,60세 이상,240,1200,0,0,1000,58.9,20,14.61
6250,6251,6차,대구,동,3444,1,대표가구원,평일,여자,64,60세 이상,400,1040,0,0,760,59.1,20,14.61
6251,6252,6차,대구,동,3445,1,대표가구원,평일,여자,41,40~49세,50,950,440,0,1220,49.8,20,14.61
6252,6253,6차,대구,동,3446,1,대표가구원,평일,여자,51,50~59세,40,1400,0,0,1440,63.0,20,14.61
6253,6254,6차,대구,동,3446,2,일반가구원,평일,남자,25,20~29세,60,1190,190,0,1240,64.9,20,14.61
6254,6255,6차,대구,동,3447,1,대표가구원,평일,여자,62,60세 이상,80,1000,360,0,840,54.3,20,14.61
6255,6256,6차,대구,동,3447,2,일반가구원,평일,남자,61,60세 이상,80,920,440,0,1240,55.7,20,14.61
6256,6257,6차,대구,동,3447,3,일반가구원,평일,여자,23,20~29세,70,1290,0,80,1100,51.6,20,14.61
6257,6258,6차,대구,동,3448,1,대표가구원,평일,여자,44,40~49세,200,1240,0,0,860,71.6,20,14.61
6258,6259,6차,대구,동,3449,1,대표가구원,평일,남자,28,20~29세,70,1010,360,0,920,80.1,20,14.61
6259,6260,6차,대구,동,3450,1,대표가구원,평일,여자,33,30~39세,40,1040,360,0,1140,58.7,20,14.61
6260,6261,6차,대구,동,3451,1,대표가구원,평일,여자,79,60세 이상,260,1180,0,0,1320,60.6,20,14.61
6261,6262,6차,대구,동,3455,1,대표가구원,평일,여자,33,30~39세,60,1000,380,0,800,54.8,20,14.61
6262,6263,6차,대구,동,3455,2,일반가구원,평일,남자,36,30~39세,300,1140,0,0,1440,68.4,20,14.61
6263,6264,6차,대구,동,3456,1,대표가구원,평일,여자,35,30~39세,320,1120,0,0,990,59.4,20,14.61
6264,6265,6차,대구,동,3457,1,대표가구원,평일,여자,41,40~49세,340,1100,0,0,1440,58.1,20,14.61
6265,6266,6차,대구,동,3457,2,일반가구원,평일,남자,41,40~49세,340,680,420,0,1240,68.0,20,14.61
6266,6267,6차,대구,동,3457,3,일반가구원,평일,여자,11,10~19세,20,980,0,440,1440,44.4,30,12.73
6267,6268,6차,대구,동,3457,4,일반가구원,평일,남자,10,10~19세,20,980,0,440,1440,36.3,30,12.73
6268,6269,6차,대구,동,3458,1,대표가구원,평일,여자,53,50~59세,340,1100,0,0,1440,50.8,20,14.61
6269,6270,6차,대구,동,3458,2,일반가구원,평일,여자,26,20~29세,280,1020,140,0,1320,51.4,20,14.61
6270,6271,6차,대구,동,3459,1,대표가구원,평일,남자,62,60세 이상,420,1020,0,0,860,69.0,20,14.61
6271,6272,6차,대구,동,3459,2,일반가구원,평일,여자,58,50~59세,60,900,480,0,1310,64.3,20,14.61
6272,6273,6차,대구,동,3459,3,일반가구원,평일,여자,80,60세 이상,120,1320,0,0,1440,35.4,20,14.61
